ID,NAME_A,NAME_E,NAME_R,AVAILABLE,PID,EXTCOD
56002,კანის ამილოიდოზი (E 85.-)†,Amyloidosis of skin (E85.-+),Амилоидоз кожи Е85.- ,1,56001,L99.0*
56003,"კანისა და კანქვეშა ქსოვილის სხვა დაზუსტებული დაზიანებები იმ ავადმყოფობათა დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Other specified disorders of skin and subcutaneous tissue in diseases classified elsewhere,"Другие уточненные изменения кожи и подкожной клетчатки при болезнях, классифицированных в других рубриках",1,56001,L99.8*
56004,პიოგენური ართრიტი,Pyogenic arthritis,Пиогенный артрит,1,50544,M00
56005,სტაფილოკოკური ართრიტები და პოლიართრიტები,Staphylococcal arthritis and polyarthritis,Стафилококковый артрит и полиартрит,1,56004,M00.0
56006,პნევმოკოკური ართრიტი და პოლიართრიტი,Pneumococcal arthritis and polyarthritis,Пневмококковый артрит и полиартрит,1,56004,M00.1
56007,სხვა სახის სტრეპტოკოკური ართრიტი და პოლიართრიტი,Other streptococcal arthritis and polyarthritis,Другие стрептококковые артриты и полиартриты,1,56004,M00.2
56008,"ართრიტები და პოლიართრიტები, გამოწვეული სხვა დაზუსტებული ბაქტერიული აგენტებით",Arthritis and polyarthritis due to other specified bacterial agents,"Артриты и полиартриты, вызванные другими уточненными бактериальными возбудителями",1,56004,M00.8
56009,"პიოგენური ართრიტი, დაუზუსტებელი","Pyogenic arthritis, unspecified",Пиогенный артрит неуточненный,1,56004,M00.9
56010,"სახსრების უშუალო ინფიცირება იმ ინფექციური და პარაზიტული ავადმყოფობების დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Direct infections of joint in infectious and parasitic diseases classified elsewhere,"Прямое инфицирование сустава при инфекционных и паразитарных болезнях, классифицированных в других рубриках",1,50544,M01*
56011,მენინგოკოკური ართრიტი (A 39.8+),Meningococcal arthritis (A39.8+),Менингококковый артрит А39.8 ,1,56010,M01.0*
56012,ტუბერკულოზური ართრიტი (A 18.0+),Tuberculous arthritis (A18.0+),Туберкулезный артрит А18.0 ,1,56010,M01.1*
56013,ართრიტი ლაიმის ავადმყოფობის დროს (A 69.2+),Arthritis in Lyme disease (A69.2+),Артрит при болезни Лайма А69.2 ,1,56010,M01.2*
56014,"ართრიტი სხვა ბაქტერიული ავადმყოფობების დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Arthritis in other bacterial diseases classified elsewhere,"Артрит при других бактериальных болезнях, классифицированных в других рубриках",1,56010,M01.3*
56015,ართრიტი წითურას დროს (B 06.8+),Rubella arthritis (B06.8+),Артрит при краснухе В06.8 ,1,56010,M01.4*
56016,"ართრიტი სხვა ვირუსული ავადმყოფობების დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Arthritis in other viral diseases classified elsewhere,"Артрит при других вирусных болезнях, классифицированных в других рубриках",1,56010,M01.5*
56017,ართრიტი მიკოზების დროს (B 35-B 49+),Arthritis in mycoses (B35-B49+),Артрит при микозах В35-В49 ,1,56010,M01.6*
56018,"ართრიტი სხვა ინფექციური და პარაზიტული ავადმყოფობების დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Arthritis in other infectious and parasitic diseases classified elsewhere,"Артрит при других инфекционных и паразитарных болезнях, классифицированных в других рубриках",1,56010,M01.8*
56019,რეაქტიული ართროპათიები,Reactive arthropathies,Реактивные артропатии,1,50544,M02
56020,ნაწლავთა შუნტირების შემდგომი ართროპათია,Arthropathy following intestinal bypass,"Артропатия, сопровождающая кишечный шунт",1,56019,M02.0
56021,პოსტდიზენტერიული ართროპათია,Postdysenteric arthropathy,Постдизентерийная артропатия,1,56019,M02.1
56022,იმუნიზაციის შემდგომი ართროპათია,Postimmunization arthropathy,Постиммунизационная артропатия,1,56019,M02.2
56023,რეიტერის ავადმყოფობა,Reiter's disease,Болезнь Рейтера,1,56019,M02.3
56024,სხვა რეაქციული ართროპათიები,Other reactive arthropathies,Другие реактивные артропатии,1,56019,M02.8
56025,"რეაქციული ართროპათიები, დაუზუსტებელი","Reactive arthropathy, unspecified",Реактивная артропатия неуточненная,1,56019,M02.9
56026,"პოსტინფექციური და რეაქტიული ართროპატიები იმ ავადმყოფობათა დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Postinfective and reactive arthropathies in diseases classified elsewhere,"Постинфекционные и реактивные артропатии при болезнях, классифицированных в других рубриках",1,50544,M03*
56027,პოსტმენინგოკოკური ართრიტი (A 39.8+),Postmeningococcal arthritis (A39.8+),Артрит после перенесенной менингококковой инфекции А39.8 ,1,56026,M03.0*
56028,პოსტინფექციური ართროპათია ათაშანგის დროს,Postinfective arthropathy in syphilis,Постинфекционная артропатия при сифилисе,1,56026,M03.1*
56029,"სხვა პოსტინფექციური ართროპატიები იმ ავადმყოფობათა დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Other postinfectious arthropathies in diseases classified elsewhere,"Другие постинфекционные артропатии при болезнях, классифицированных в других рубриках",1,56026,M03.2*
56030,"რეაქციული ართროპათიები სხვა ავადმყოფობათა დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Reactive arthropathy in other diseases classified elsewhere,"Реактивная артропатия при других болезнях, классифицированных в других рубриках",1,56026,M03.6*
56031,სეროპოზიტიული რევმატოიდული ართრიტი,Seropositive rheumatoid arthritis,Серопозитивный ревматоидный артрит,1,50545,M05
56032,ფელტის სინდრომი,Felty's syndrome,Синдром Фелти,1,56031,M05.0
56033,†    ფილტვების რევმატოიდული ავადმყოფობა (J 99.0*),Rheumatoid lung disease (J99.0*),Ревматоидная болезнь легкого J99.0* ,1,56031,M05.1
56034,რევმატოიდული ვასკულიტი,Rheumatoid vasculitis,Ревматоидный васкулит,1,56031,M05.2
56035,†    რევმატოიდული ართრიტი სხვა ორგანოების და სისტემების დაზიანებებით,Rheumatoid arthritis with involvement of other organs and systems,Ревматоидный артрит с вовлечением других органов и систем,1,56031,M05.3
56036,სხვა სეროპოზიტიული რევმატოიდული ართრიტები,Other seropositive rheumatoid arthritis,Другие серопозитивные ревматоидные артриты,1,56031,M05.8
56037,"სეროპოზიტიული რევმატოიდული ართრიტი, დაუზუსტებელი","Seropositive rheumatoid arthritis, unspecified",Серопозитивный ревматоидный артрит неуточненный,1,56031,M05.9
56038,სხვა რევმატოიდული ართრიტები,Other rheumatoid arthritis,Другие ревматоидные артриты,1,50545,M06
56039,სერონეგატიური რევმატოიდული ართრიტი,Seronegative rheumatoid arthritis,Серонегативный ревматоидный артрит,1,56038,M06.0
56040,მოზრდილთა ასაკში განვითარებული სტილის ავადმყოფობა,Adult-onset Still's disease,"Болезнь Стилла, развившаяся у взрослых",1,56038,M06.1
56041,რევმატოიდული ბურსიტი,Rheumatoid bursitis,Ревматоидный бурсит,1,56038,M06.2
56042,რევმატოიდული კვანძი,Rheumatoid nodule,Ревматоидный узелок,1,56038,M06.3
56043,ანთებითი პოლიართროპათია,Inflammatory polyarthropathy,Воспалительная полиартропатия,1,56038,M06.4
56044,სხვა დაზუსტებული რევმატოიდული ართრიტები,Other specified rheumatoid arthritis,Другие уточненные ревматоидные артриты,1,56038,M06.8
56045,"რევმატოიდული ართრიტები, დაუზუსტებელი","Rheumatoid arthritis, unspecified",Ревматоидный артрит неуточненный,1,56038,M06.9
56046,ფსორიაზული და ენტეროპათიული ართოპათიები,Psoriatic and enteropathic arthropathies,,1,50545,M07*
56047,დისტალური ფალანგთაშუა ფსორიაზული ართროპათია (L 40.5),Distal interphalangeal psoriatic arthropathy (L40.5+),Дистальная межфаланговая псориатическая артропатия L40.5 ,1,56046,M07.0*
56048,დამამახინჯებელი ართრიტი (L 40.5)†,Arthritis mutilans (L40.5+),Мутилирующий артрит L40.5 ,1,56046,M07.1*
56049,ფსორიაზული სპონდილიტი (L 40.5)†,Psoriatic spondylitis (L40.5+),Псориатический спондилит L40.5 ,1,56046,M07.2*
56050,სხვა ფსორიაზული ართროპათიები (L 40.5)†,Other psoriatic arthropathies (L40.5+),Другие псориатические артропатии L40.5 ,1,56046,M07.3*
56051,ართროპათია კრონის ავადმყოფობის (რეგიონული ენტერიტი) დროს (K 50.-)†,Arthropathy in Crohn's disease [regional enteritis] (K50.-+),Артропатия при болезни Крона [регионарном энтерите] K50.- ,1,56046,M07.4*
56052,ართროპათია წყლულოვანი კოლიტის დროს (K 51.-)†,Arthropathy in ulcerative colitis (K51.-+),Артропатия при язвенном колите К51.- ,1,56046,M07.5*
56053,სხვა ენტეროპათიული ართროპათიები,Other enteropathic arthropathies,Другие энтеропатические артропатии,1,56046,M07.6*
56054,იუვენილური ართრიტები,Juvenile arthritis,Юношеский [ювенильный] артрит,1,50545,M08
56055,იუვენილური რევმატოიდული ართრიტი,Juvenile rheumatoid arthritis,Юношеский ревматоидный артрит,1,56054,M08.0
56056,იუვენილური მაანკილოზებელი სპონდილიტი,Juvenile ankylosing spondylitis,Юношеский анкилозирующий спондилит,1,56054,M08.1
56057,იუვენილური ართრიტი სისტემური დასაწყისით,Juvenile arthritis with systemic onset,Юношеский артрит с системным началом,1,56054,M08.2
56058,იუვენილური პოლიართრიტი (სერონეგატიული),Juvenile polyarthritis (seronegative),Юношеский полиартрит серонегативный ,1,56054,M08.3
56059,პაუციარტიკულური იუვენილური ართრიტი,Pauciarticular juvenile arthritis,Пауртикулярный юношеский артрит,1,56054,M08.4
56060,სხვა იუვენილური ართრიტები,Other juvenile arthritis,Другие юношеские артриты,1,56054,M08.8
56061,"იუვენილური ართრიტი, დაუზუსტებელი","Juvenile arthritis, unspecified",Юношеский артрит неуточненный,1,56054,M08.9
56062,"იუვენილური ართრიტი იმ ავადმყოფობათა დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Juvenile arthritis in diseases classified elsewhere,"Юношеский [ювенильный] артрит при болезнях, классифицированных в других рубриках",1,50545,M09*
56063,იუვენილური ართრიტი ფსორიაზის დროს (L 40.5+),Juvenile arthritis in psoriasis (L40.5+),Юношеский артрит при псориазе L40.5 ,1,56062,M09.0*
56064,იუვენილური ართრიტი კრონის ავადმყოფობის (რეგიონული ენტერიტი) დროს (K 50.+),Juvenile arthritis in Crohn's disease [regional enteritis] (K50.-+),Юношеский артрит при болезни Крона регионарном энтерите К50.- ,1,56062,M09.1*
56065,იუვენილური ართრიტი წყლულოვანი კოლიტის დროს (K 51.+),Juvenile arthritis in ulcerative colitis (K51.-+),Юношеский артрит при язвенном колите К51.- ,1,56062,M09.2*
56066,"იუვენილური ართრიტი იმ სხვა ავადმყოფობათა დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Juvenile arthritis in other diseases classified elsewhere,"Юношеский артрит при других болезнях, классифицированных в других рубриках",1,56062,M09.8*
56067,ნიკრისი (პოდაგრა),Gout,Подагра,1,50545,M10
56068,იდიოპათიური ნიკრისი,Idiopathic gout,Идеопатическая подагра,1,56067,M10.0
56069,ტყვიისმიერი ნიკრისი,Lead-induced gout,Свинцовая подагра,1,56067,M10.1
56070,წამლისმიერი ნიკრისი,Drug-induced gout,Лекарственная подагра,1,56067,M10.2
56071,"ნიკრისი, გამოწვეული თირკმლის ფუნქციის დარღვევით",Gout due to impairment of renal function,"Подагра, обусловленная нарушением почечной функции",1,56067,M10.3
56072,სხვა მეორადი ნიკრისი,Other secondary gout,Другая вторичная подагра,1,56067,M10.4
56073,"ნიკრისი, დაუზუსტებელი","Gout, unspecified",Подагра неуточненная,1,56067,M10.9
56074,სხვა კრისტალური ართროპათიები,Other crystal arthropathies,Другие кристаллические артропатии,1,50545,M11
56075,ჰიდროქსიაპატიტური ართროპათია,Hydroxyapatite deposition disease,Отложение гидроксиапатита,1,56074,M11.0
56076,შთამომავლობითი ქონდროკალცინოზი,Familial chondrocalcinosis,Наследственный хондрокальциноз,1,56074,M11.1
56077,სხვა ქონდროკალცინოზი,Other chondrocalcinosis,Другой хондрокальциноз,1,56074,M11.2
56078,სხვა დაზუსტებული კრისტალური ართროპათიები,Other specified crystal arthropathies,Другие уточненные кристаллические артропатии,1,56074,M11.8
56079,"კრისტალური ართროპათია, დაუზუსტებელი","Crystal arthropathy, unspecified",Кристаллическая артропатия неуточненная,1,56074,M11.9
56080,სხვა სპეციფიური ართროპათიები,Other specific arthropathies,Другие специфические артропатии,1,50545,M12
56081,ქრონიკული პოსტრევმატული ართროპათია (ჟაკუს),Chronic postrheumatic arthropathy [Jaccoud],Хроническая постревматическая артропатия [Жакку],1,56080,M12.0
56082,კაშინ-ბეკის ავადმყოფობა,Kaschin-Beck disease,Болезнь Кашина-Бека,1,56080,M12.1
56083,პიგმენტური ვილონოდულური სინოვიტი (ხაოიან-კვანძოვანი),Villonodular synovitis (pigmented),Ворсинчато-узелковый [виллонодуряный] синовит пигментный ,1,56080,M12.2
56084,პალინდრომული რევმატიზმი,Palindromic rheumatism,Палиндромный ревматизм,1,56080,M12.3
56085,ინტერმისიული ჰიდრართროზი,Intermittent hydrarthrosis,Интермиттирующий гидроартроз,1,56080,M12.4
56086,ტრავმული ართროპათია,Traumatic arthropathy,Травматическая артропатия,1,56080,M12.5
56087,"სხვა დაზუსტებული სპეციფიკური ართროპათიები, რომლებიც შეტანილია სხვა რუბრიკებში","Other specific arthropathies, not elsewhere classified","Другие уточненные артропатии, не классифицированные в других рубриках",1,56080,M12.8
56088,სხვა ართრიტები,Other arthritis,Другие артриты,1,50545,M13
56089,"პოლიართრიტი, დაუზუსტებელი","Polyarthritis, unspecified",Полиартрит неуточненный,1,56088,M13.0
56090,"მონოართრიტი, რომელიც არ არის შეტანილი სხვა რუბრიკებში","Monoarthritis, not elsewhere classified","Моноартрит, не классифицированный в других рубриках",1,56088,M13.1
56091,სხვა დაზუსტებული ართრიტები,Other specified arthritis,Другие уточненные артриты,1,56088,M13.8
56092,"ართრიტი, დაუზუსტებელი","Arthritis, unspecified",Артрит неуточненный,1,56088,M13.9
56093,"ართროპათიები იმ სხვა ავადმოფობების დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Arthropathies in other diseases classified elsewhere,,1,50545,M14*
56094,"ნიკრისული ართროპათია, გამოწვეული ფერმენტული და სხვა თანდაყოლილი დარღვევებით",Gouty arthropathy due to enzyme defects and other inherited disorders,Подагрическая артропатия вследствие ферментных дефектов и других наследственных нарушений,1,56093,M14.0*
56095,კრისტალური ართროპათია სხვა მეტაბოლური დაზიანებების დროს,Crystal arthropathy in other metabolic disorders,Кристаллическая артропатия при других обменных болезнях,1,56093,M14.1*
56096,დიაბეტური ართროპათია (E 10-E 14+) საერთო მეოთხე რიგის ქვეკატეგორიის ნიშნით . 6),Diabetic arthropathy (E10-E14+ with common fourth character .6),Диабетическая артропатия Е10-Е14 с общим четвертым знаком .6 ,1,56093,M14.2*
56097,ლიპოიდური დერმატოართრიტი (E 78.8+),Lipoid dermatoarthritis (E78.8+),Липоидный дерматоартрит Е78.8 ,1,56093,M14.3*
56098,ართროპათია ამილოიდოზის დროს (E 85.-+),Arthropathy in amyloidosis (E85.-+),Артропатия при амилоидозе Е85.- ,1,56093,M14.4*
56099,"ართროპათიები ენდოკრინული სისტემის სხვა დაავადების, კვების და ნივთიერებათა ცვლის დარღვევების დროს","Arthropathies in other endocrine, nutritional and metabolic disorders","Артропатия при других болезнях эндокринной системы, расстройствах питания и нарушениях обмена веществ",1,56093,M14.5*
56100,ნეიროპათიური ართროპათია,Neuropathic arthropathy,Невропатическая артропатия,1,56093,M14.6*
56101,"ართროპათიები სხვა დაზუსტებული ავადმყოფობების დროს, რომლებიც შეტანილია სხვა რუბრიკებში",Arthropathies in other specified diseases classified elsewhere,"Артропатия при других уточненных болезнях, классифицированных в других рубриках",1,56093,M14.8*
56102,პოლიართროზი,Polyarthrosis,Полиартроз,1,50546,M15
56103,პირველადი გენერალიზებული (ოსტეო) ართროზი,Primary generalized (osteo)arthrosis,Первичный генерализованный остео артроз,1,56102,M15.0
56104,ჰებერდენის კვანძები (ართროპათიით),Heberden's nodes (with arthropathy),Узлы Гебердена с артропатией ,1,56102,M15.1
56105,ბუშარის კვანძები (ართროპათიით),Bouchard's nodes (with arthropathy),Узлы Бушара с артропатией ,1,56102,M15.2
56106,მეორადი მრავლობითი ართროზი,Secondary multiple arthrosis,Вторичный множественный артроз,1,56102,M15.3
56107,ეროზიული (ოსტეო) ართროზი,Erosive (osteo)arthrosis,Эрозивный остео артроз,1,56102,M15.4
56108,სხვა პოლიართროზი,Other polyarthrosis,Другой полиартроз,1,56102,M15.8
56109,"პოლიართროზი, დაუზუსტებელი","Polyarthrosis, unspecified",Полиартроз неуточненный,1,56102,M15.9
56110,კოქსართროზი (მენჯ-ბარძაყის სახსრის ართროზი),Coxarthrosis [arthrosis of hip],Коксартроз [артроз тазобедренного сустава],1,50546,M16
56111,"პირველადი კოქსართროზი, ორმხრივი","Primary coxarthrosis, bilateral",Первичный коксартроз двусторонний,1,56110,M16.0
56112,სხვა პირველადი კოქსართროზი,Other primary coxarthrosis,Другой первичный коксартроз,1,56110,M16.1
56113,"კოქსართროზი განვითარებული დისპლაზიის შედეგად, ორმხრივი","Coxarthrosis resulting from dysplasia, bilateral",Коксартроз в результате дисплазии двусторонний,1,56110,M16.2
56114,სხვა დისპლაზური კოქსართროზები,Other dysplastic coxarthrosis,Другие диспластические коксартрозы,1,56110,M16.3
56115,"პოსტტრავმული (ტრავმის შემდგომი) კოქსართროზი, ორმხრივი","Post-traumatic coxarthrosis, bilateral",Посттравматический коксартроз двусторонний,1,56110,M16.4
56116,ტრავმის შემდგომი სხვა კოქსართროზები,Other post-traumatic coxarthrosis,Другие посттравматические коксартрозы,1,56110,M16.5
56117,"სხვა მეორადი კოქსართროზები, ორმხრივი","Other secondary coxarthrosis, bilateral",Другие вторичные коксартрозы двусторонние,1,56110,M16.6
56118,სხვა მეორადი კოქსართროზები,Other secondary coxarthrosis,Другие вторичные коксартрозы,1,56110,M16.7
56119,"კოქსართროზი, დაუზუსტებელი","Coxarthrosis, unspecified",Коксартроз неуточненный,1,56110,M16.9
56120,გონართროზი (მუხლის სახსრის ართროზი),Gonarthrosis [arthrosis of knee],Гонартроз [артроз коленного сустава],1,50546,M17
56121,"პირველადი გონართროზი, ორმხრივი","Primary gonarthrosis, bilateral",Первичный гонартроз двусторонний,1,56120,M17.0
56122,სხვა პირველადი გონართროზი,Other primary gonarthrosis,Другой первичный гонартроз,1,56120,M17.1
56123,"პოსტტრავმული გონართროზი, ორმხრივი","Post-traumatic gonarthrosis, bilateral",Посттравматический гонартроз двусторонний,1,56120,M17.2
56124,სხვა პოსტტრავმული გონართროზები,Other post-traumatic gonarthrosis,Другие посттравматические гонартрозы,1,56120,M17.3
56125,"სხვა მეორადი გონართროზები, ორმხრივი","Other secondary gonarthrosis, bilateral",Другие вторичные гонартрозы двусторонние,1,56120,M17.4
56126,სხვა მეორადი გონართროზები,Other secondary gonarthrosis,Другие вторичные гонартрозы,1,56120,M17.5
56127,"გონართროზი, დაუზუსტებელი","Gonarthrosis, unspecified",Гонартроз неуточненный,1,56120,M17.9
56128,პირველი მაჯა-ნების სახსრის ართროზი,Arthrosis of first carpometacarpal joint,Артроз первого запястно-пястного сустава,1,50546,M18
56129,"პირველი მაჯა-ნების სახსრის პირველადი ართროზი, ორმხრივი","Primary arthrosis of first carpometacarpal joints, bilateral",Первичный артроз первого запястно-пястного сустава двусторонний,1,56128,M18.0
56130,პირველი მაჯა-ნების სახსრის სხვა პირველადი ართროზები,Other primary arthrosis of first carpometacarpal joint,Другие первичные артрозы первого запястно-пястного сустава,1,56128,M18.1
56131,"პირველი მაჯა-ნების სახსრის პოსტტრავმული (ტრავმის შემდგომი) ართროზი, ორმხრივი","Post-traumatic arthrosis of first carpometacarpal joints, bilateral",Посттравматический артроз первого запястно-пястного сустава двусторонний,1,56128,M18.2
56132,პირველი მაჯა-ნების სახსრის ტრავმის შემდგომი სხვა ართროზები,Other post-traumatic arthrosis of first carpometacarpal joint,Другие посттравматические артрозы первого запястно-пястного сустава,1,56128,M18.3
56133,"პირველი მაჯა-ნების სახსრის სხვა მეორადი ართროზები, ორმხრივი","Other secondary arthrosis of first carpometacarpal joints, bilateral",Другие вторичные артрозы первого запястно-пястного сустава двусторонние,1,56128,M18.4
56134,პირველი მაჯა-ნების სახსრის სხვა მეორადი ართროზები,Other secondary arthrosis of first carpometacarpal joint,Другие вторичные артрозы первого запястно-пястного сустава,1,56128,M18.5
56135,"პირველი მაჯა-ნების სახსრის ართროზი, დაუზუსტებელი","Arthrosis of first carpometacarpal joint, unspecified",Артроз первого запястно-пястного сустава неуточненный,1,56128,M18.9
56136,სხვა ართროზები,Other arthrosis,Другие артрозы,1,50546,M19
56137,სხვა სახსრების პირველადი ართროზი,Primary arthrosis of other joints,Первичный артроз других суставов,1,56136,M19.0
56138,სხვა სახსრების პოსტტრავმული ართროზი,Post-traumatic arthrosis of other joints,Посттравматический артроз других суставов,1,56136,M19.1
56139,სხვა სახსრების მეორადი ართროზი,Other secondary arthrosis,Вторичный артроз других суставов,1,56136,M19.2
56140,სხვა დაზუსტებული ართროზი,Other specified arthrosis,Другой уточненный артроз,1,56136,M19.8
56141,"ართროზი, დაუზუსტებელი","Arthrosis, unspecified",Артроз неуточненный,1,56136,M19.9
56142,ხელისა და ფეხის თითების შეძენილი დეფორმაციები,Acquired deformities of fingers and toes,Приобретенные деформации пальцев рук и ног,1,50547,M20
56143,ხელის თითის(ების) დეფორმაცია,Deformity of finger(s),Деформация пальца цев ,1,56142,M20.0
56144,ტერფის დიდი თითის ვალგუსური დეფორმაცია (Hallux valgus) შეძენილი,Hallux valgus (acquired),Наружное искривление большого пальца hallus valgus  приобретенное ,1,56142,M20.1
56145,ტერფის დიდი თითის რიგიდობა,Hallux rigidus,Ригидный большой палец стопы,1,56142,M20.2
56146,ტერფის დიდი თითის სხვა დეფორმაციები (შეძენილი),Other deformity of hallux (acquired),Другие деформации большого пальца стопы приобретенные ,1,56142,M20.3
56147,ტერფის თითის (თითების) სხვა ჩაქუჩისებრი დეფორმაციები (შეძენილი),Other hammer toe(s) (acquired),Другие молоткообразные пальцы стопы приобретенные ,1,56142,M20.4
56148,ტერფის თითის (თითების) სხვა დეფორმაციები (შეძენილი),Other deformities of toe(s) (acquired),Другие деформации пальца цев  стопы приобретенные ,1,56142,M20.5
56149,"ტერფის თითის (თითების) შეძენილი დეფორმაციები, დაუზუსტებელი","Acquired deformity of toe(s), unspecified",Приобретенные деформации пальца цев  стопы неуточненные,1,56142,M20.6
56150,"კიდურების სხვა, შეძენილი დეფორმაციები",Other acquired deformities of limbs,Другие приобретенные деформации конечностей,1,50547,M21
56151,"ვალგუსური დეფორმაცია, რომელიც არ არის კლასიფიცირებული სხვა რუბრიკებში","Valgus deformity, not elsewhere classified","Вальгусная деформация, не классифицированная в других рубриках",1,56150,M21.0
56152,"ვარუსული დეფორმაცია, რომელიც არ არის კლასიფიცირებული სხვა რუბრიკებში","Varus deformity, not elsewhere classified","Варусная деформация, не классифицированная в других рубриках",1,56150,M21.1
56153,მოხრითი დეფორმაცია,Flexion deformity,Сгибательная деформация,1,56150,M21.2
56154,მტევანისა და ტერფის ჩამოკიდება (შეძენილი),Wrist or foot drop (acquired),Свисание стопы или кисти приобретенное ,1,56150,M21.3
56155,ბრტყელტერფიანობა (pes planus) (შეძენილი),Flat foot [pes planus] (acquired),Плоская стопа [per planus] приобретенная ,1,56150,M21.4
56156,"შეძენილი ბრჭყალისებრი მტევანი, ხელმრუდობა, ღრუიანი (მაღალი თაღით) ტერფი და ტერფმრუდობა","Acquired clawhand, clubhand, clawfoot and clubfoot","Приобретенная когтеобразная кисть, косорукость, полая стопа с высоким сводом  и искривленная стопа косолапость ",1,56150,M21.5
56157,კოჭისა და ტერფის სხვა შეძენილი დეფორმაციები,Other acquired deformities of ankle and foot,Другие приобретенные деформации лодыжки и стопы,1,56150,M21.6
56158,არათანაბარი სიგრძის კიდურები (შეძენილი),Unequal limb length (acquired),Разная длина конечностей приобретенная ,1,56150,M21.7
56159,კიდურების სხვა დაზუსტებული შეძენილი დეფორმაციები,Other specified acquired deformities of limbs,Другие уточненные приобретенные деформации конечностей,1,56150,M21.8
56160,"კიდურის შეძენილი დეფორმაცია, დაუზუსტებელი","Acquired deformity of limb, unspecified",Приобретенная деформация конечностей неуточненная,1,56150,M21.9
56161,კვირისთავის დაზიანებები,Disorders of patella,Поражения надколенника,1,50547,M22
56162,კვირისთავის ჩვეული ამოვარდნილობა,Recurrent dislocation of patella,Привычный вывих надколенника,1,56161,M22.0
56163,კვირისთავის ჩვეული ქვეამოვარდნილობა,Recurrent subluxation of patella,Привычный подвывих надколенника,1,56161,M22.1
56164,კვირისთავ-ბარძაყსშორისი დაზიანებები,Patellofemoral disorders,Нарушения между надколенником и бедренной костью,1,56161,M22.2
56165,კვირისთავის სხვა დაზიანებები,Other derangements of patella,Другие поражения надколенника,1,56161,M22.3
56166,კვირისთავის ქონდრომალაცია,Chondromalacia patellae,Хондромаляция надколенника,1,56161,M22.4
56167,კვირისთავის სხვა დაზიანებები,Other disorders of patella,Другие поражения надколенника,1,56161,M22.8
56168,"კვირისთავის დაზიანება, დაუზუსტებელი","Disorder of patella, unspecified",Поражение надколенника неуточненное,1,56161,M22.9
56169,მუხლის სახსარშიდა დაზიანებები,Internal derangement of knee,Внутрисуставные поражения колена,1,50547,M23
56170,კისტოზური მენისკი,Cystic meniscus,Кистозный мениск,1,56169,M23.0
56171,დისკოიდური მენისკი (თანდაყოლილი),Discoid meniscus (congenital),Дисковидный мениск врожденный ,1,56169,M23.1
56172,"მენისკის დაზიანებები, გამოწვეული ძველი გახლეჩვით ან ტრავმით",Derangement of meniscus due to old tear or injury,Поражение мениска в результате старого разрыва или травмы,1,56169,M23.2
56173,მენისკის სხვა დაზიანებები,Other meniscus derangements,Другие поражения мениска,1,56169,M23.3
56174,თავისუფალი სხეული მუხლის სახსარში,Loose body in knee,Свободное тело в коленном суставе,1,56169,M23.4
56175,მუხლის სახსრის ქრონიკული არამდგრადობა,Chronic instability of knee,Хроническая нестабильность коленного сустава,1,56169,M23.5
56176,მუხლის იოგის(ების) სხვა სპონტანური გახლეჩვა,Other spontaneous disruption of ligament(s) of knee,Другие спонтанные разрывы связки ок  колена,1,56169,M23.6
56177,მუხლის სახსრის სხვა შიდა დაზიანებები,Other internal derangements of knee,Другие внутренние поражения колена,1,56169,M23.8
56178,"მუხლის სახსარშიდა დაზიანებები, დაუზუსტებელი","Internal derangement of knee, unspecified",Внутреннее поражение коленного сустава неуточненное,1,56169,M23.9
56179,სახსრის სხვა სპეციფიური დაზიანებები,Other specific joint derangements,Другие специфические поражения суставов,1,50547,M24
56180,თავისუფალი სხეული სახსარში,Loose body in joint,Свободное тело в суставе,1,56179,M24.0
56181,სასახსრე ხრტილის სხვა დაზიანებები,Other articular cartilage disorders,Другие нарушения суставного хряща,1,56179,M24.1
56182,იოგების დაზიანება,Disorder of ligament,Поражение связок,1,56179,M24.2
56183,"სახსრის პათოლოგიური ამოვარდნილობა და ქვეამოვარდნილობა, რომელიც არ არის კლასიფიცირებული სხვა რუბრიკებში","Pathological dislocation and subluxation of joint, not elsewhere classified","Патологическое смещение и подвывих сустава, не классифицированное в других рубриках",1,56179,M24.3
56184,სახსრის მორეციდივე ამოვარდნილობა და ქვეამოვარდნილობა,Recurrent dislocation and subluxation of joint,Повторяющиеся вывихи и подвывихи сустава,1,56179,M24.4
56185,სახსრის კონტრაქტურა,Contracture of joint,Контрактура сустава,1,56179,M24.5
56186,სახსრის ანკილოზი,Ankylosis of joint,Анкилоз сустава,1,56179,M24.6
